username,post,likes,type,datetimes,captions
ayaabdelhamid,https://www.instagram.com/p/CcD3hK8KRkg/,19927,carousel,2022-04-07T18:47:21.000Z,Happiest of birthdays to my jimjim! Love this girl so much💖💖 #Ariesbuddy
ayaabdelhamid,https://www.instagram.com/p/CcBtLaxqA9-/,9147,photo,2022-04-06T22:38:31.000Z,رمضان كريم 🤍
ayaabdelhamid,https://www.instagram.com/p/CcBP6wTKJnF/,1565,photo,2022-04-06T18:22:50.000Z,"Lara💖

Hair @richardelboustanylive
Makeup @ayaabdelhamid"
ayaabdelhamid,https://www.instagram.com/p/Cb3Y-BYKtC9/,7793,clip,2022-04-02T22:31:50.000Z,"Look at this cutiee💙

Styling @monaeltonsi
Hair @ahmed__mounir
Makeup @ayaabdelhamid
#RamadanAd #2022"
ayaabdelhamid,https://www.instagram.com/p/Cb3WtGPKw51/,14438,photo,2022-04-02T22:09:44.000Z,"Baby girl @asmaa_galal for @lagermaniaegypt ramadan ad💙💙

Styled @monaeltonsi
Hair @ahmed__mounir
Makeup @ayaabdelhamid"
ayaabdelhamid,https://www.instagram.com/p/Cb2ijApKzAR/,39356,carousel,2022-04-02T14:33:59.000Z,"Behind the scenes with this beauty! @monazakiofficial

Styling @maigalal
Hair @ahmed__mounir
Director @muhamadshaker"
ayaabdelhamid,https://www.instagram.com/p/Cb2fy7gq5KO/,15184,clip,2022-04-02T14:10:36.000Z,"Glammed the STUNNING @monazakiofficial for the latest @orange_egypt ramadan ad🧡
Boso el lazaza😍

Styled by @maigalal
Hair @ahmed__mounir
Makeup @ayaabdelhamid"
ayaabdelhamid,https://www.instagram.com/p/CbvRC6YKMdp/,unknown,clip,2022-03-30T18:46:36.000Z,Switching places with @hudaelmufti 😂😂
ayaabdelhamid,https://www.instagram.com/p/CbtAEARKzKe/,unknown,clip,2022-03-29T22:09:49.000Z,"Its been a while, hope you’re well❤️

Do what you need to do boo to take care of you❤️❤️.

Positive comments below⬇️⬇️"
ayaabdelhamid,https://www.instagram.com/p/CbXfCMJqJ9S/,8311,photo,2022-03-21T13:06:49.000Z,"ماما ياحلوة يا أجمل غنوة عايشة في قلبي وجوه كياني غالية عليه وضي عنيه يا أول كلمة نطقها لساني ماما يا ماما إنتي ياماما ملاك من الجنة تحت جناحك اعيش وأتهنى❤️❤️ 🎵🎵
ربنا يخليكي لينا يا ماما و تبقى دايما السند و حنان العيله❤️ بحبك اوي!"
ayaabdelhamid,https://www.instagram.com/p/CbQra4eKswA/,5191,clip,2022-03-18T21:41:55.000Z,Behind the scenes with @asmaa_galal 😍
ayaabdelhamid,https://www.instagram.com/p/CbQqG0BKXKH/,10510,carousel,2022-03-18T21:28:53.000Z,"My lil cutie🖤📸 @asmaa_galal
Makeup @ayaabdelhamid
Hair @ahmed__mounir"
ayaabdelhamid,https://www.instagram.com/p/CbN-uH7KAt3/,12325,photo,2022-03-17T20:31:18.000Z,Missed you guys🤍
ayaabdelhamid,https://www.instagram.com/p/Ca5L4yhK8Xr/,4621,carousel,2022-03-09T18:42:18.000Z,"Just A Special Treat for Mother’s Day. 🥰
Get her now a @rushbrushegypt and enjoy up to 42% OFF, extra 10% off on more than one product
#RUSHBRUSH #GetTheLush #DoubledHerDate """
ayaabdelhamid,https://www.instagram.com/p/CaxdKNGq23a/,21942,carousel,2022-03-06T18:39:18.000Z,"Swipe right to see me as a cartoon character 🤪

Disney, where u at?!"
ayaabdelhamid,https://www.instagram.com/p/Caw7FkMqoz5/,36265,photo,2022-03-06T13:41:34.000Z,"Last night at @sarasabry ‘s beautiful wedding ❤️

Gorgeous dress from @chl_maisonleon
Jewellery @glamour.jewellery"
artbyhalawa,https://www.instagram.com/p/CBS9r-HnH2D/,unknown,clip,2020-06-11T13:23:55.000Z,"Summer time🧡
.
.
.
This is my first video that i shot outdoors and it was kind of tricky to manage the sun🌞 Let me know what you think and if you like these quick tutorials🧡
PRODUCTS USED:
Face:
The ordinary hyaluronic acid
@wetnwildbeauty photofocus foundation
@makeuprevolution conceal&define
@thebodyshop foundation
@narsissist liquid blush dolce vita
Coty airspun loose powder
@anastasiabeverlyhills sun dipped glow kit
@nyxcosmetics matte setting spray

Eyes:
@anastasiabeverlyhills soft glam
@mikyajy burgundy kohl
@lorealparis paradise extatic mascara
Lips:
@anastasiabeverlyhills liquid lipstick in stripped
@victoriassecret beauty rush in mocktail hour
Song: Trop Beau -Crisologo .
.
.
#makeup #makeuptutorial #makeuptransformation #makeuptutorials #glowyskin #glowymakeup #highlighteronfleek #glossy #glossylips #foxyeyes #goldenaccessories #fashionstyle #middleeasternwomen #arabicmakeup #egyptianmakeupartist #egyptianmausofinstagram #goldeyemakeup #wingedliner #eyebrowsonfleek #makeupideas #summermakeup #summermakeuplook #beachmakeup"
artbyhalawa,https://www.instagram.com/p/CBRCw4sHo2_/,705,photo,2020-06-10T19:28:06.000Z,"Do you want a tutorial for this look?🧡
.
.
.
.
.
#makeupoftheday #makeup #makeuptutorial #makeuplooks #makeupartist #fashion #fashionstyle #styleinspo #goldenhour #outfitoftheday #ootd #outfitideas #summeroutfit #egyptian #egyptianmua #egyptianmausofinstagram #fashionideas #fashiongram #glowyskin #glowymakeup #glossylips #glossy"
artbyhalawa,https://www.instagram.com/p/CBN7gkQHXdh/,502,carousel,2020-06-09T14:26:59.000Z,"Check out the tutorial for this look💙
.
.
.
.
#makeup #makeuplook #makeupoftheday #glowymakeup #glowyskin #egyptian #egyptianmua #middleeasternwomen #muamiddleeast #arabicmakeup #arabianmakeup #makeupartist #glammakeup #glamourous #glamourousmakeup"
artbyhalawa,https://www.instagram.com/p/CBLhSQvnMTZ/,unknown,clip,2020-06-08T16:09:19.000Z,"My cousin does my makeup🤩

This is probably the funniest & dumbest video i have ever posted but i love it sooo much. My cousin is so talented & beautiful 💙 Thank you for this beautiful and glamorous look! Tell me what you guys think & if you want tl see more of these🤪 @danaabdelwahid .
.
.
.
#makeuptutorial #arabicmakeuptutorial #makeuptutorials #igtv #egyptianmua #middleeasternwomen #middleeastmua #muamiddleeast #makeuparabic #arabicgirls #makeuptut"
artbyhalawa,https://www.instagram.com/p/CBJCvngHL53/,595,carousel,2020-06-07T16:54:00.000Z,"Guess who did my makeup today🤩
.
.
.
.
#makeup #makeupoftheday #softglam #femininemakeup #egyptianmua #egypt #eyelineronfleek #anastasiabeverlyhills #makeuplooks #makeupideas #makeuponpoint #pinklips #nudeeyeshadow #lashes #glowyskin #glassskin #glowingskin"
artbyhalawa,https://www.instagram.com/p/CAvMFVbH6bE/,368,photo,2020-05-28T15:55:22.000Z,"My cousin is so beautiful🌻 .
.
.
#eidmubarak #makeup #makeuplooks #glam #glammakeup #hijabi #hijabigirl #hijabigirls #makeupoftheday #smokeyeye #eyeliner #glowymakeup #glamour #egyptian #egyptianmakeup #egyptianmakeupartist #egyptiangirl #nudelip #abhxsoftglam #abhlipstick"
artbyhalawa,https://www.instagram.com/p/CAsx5NDn9U0/,498,carousel,2020-05-27T17:28:02.000Z,"Glam look for the most glamorous girl i know🤩
.
.
.
#eidmubarak #makeup #makeuplooks #glam #glammakeup #hijabi #hijabigirl #hijabigirls #makeupoftheday #smokeyeye #eyeliner #glowymakeup #glamour #egyptian #egyptianmakeup #egyptianmakeupartist #egyptiangirl #nudelip #abhxsoftglam #abhlipstick"
artbyhalawa,https://www.instagram.com/p/CAljzCqHhdA/,539,photo,2020-05-24T22:10:10.000Z,"Eid Mubarak🥳🎈
.
.
.
I hope everyone is having an amazing day while staying safe🙏🏼💛 .
.
.
#creativemakeup #creativemakeuplook #makeup #makeuplook #fireworksmakeup #balloonmakeup #celebration #celebrationmakeup #makeuplooks #makeupartist #muasupport #muamiddleeast #egypt #egyptianmua #eidmubarak #eid #eid2020 #eidsaeed"
artbyhalawa,https://www.instagram.com/p/CAV_hPSnxPc/,418,photo,2020-05-18T21:04:34.000Z,Golden🖤
artbyhalawa,https://www.instagram.com/p/CAQr4iLH6D4/,417,photo,2020-05-16T19:36:47.000Z,Baby 💙
artbyhalawa,https://www.instagram.com/p/CALbkW-nNxd/,372,photo,2020-05-14T18:38:01.000Z,Basic beat 🖤
artbyhalawa,https://www.instagram.com/p/CAI_iKJnYz1/,unknown,clip,2020-05-13T20:15:34.000Z,"Hair Routine 💇🏻‍♀️

Your most requested IGTV is here!🥳 This is my hair routine & all the tips & tricks for strong & healthy hair🤩 I hope you like it🥰 .
.
.
Music: @ashmusic Mosaique
Check out @bradmondonyc https://www.youtube.com/channel/UCoc_XJPj6YLMQDWtPDQcDtA
.
.
.
#beautybloggers #hairtips #hairgrowth #healthyhair #stronghair #egyptianmua #egypt #muamiddleeast"
artbyhalawa,https://www.instagram.com/p/B_ybKh-nm-x/,472,carousel,2020-05-05T01:33:28.000Z,"This is how my clothes are gonna fit me after quarantine🤪
.
.
.
.
Inspo: @cakedbykelsey
#creative #creativemakeup #makeup #makeuplook #makeupartist #makeuptutorial #makeuplooks #quarantinemakeup #quarantinevibes #sfx #sfxmakeup #beautycommunity #buttons #weirdmakeup #makeupoftheday #makeupaddict #glammakeup"
artbyhalawa,https://www.instagram.com/p/B_oAi5HH2oR/,426,photo,2020-05-01T00:28:28.000Z,"Im either left or right there’s no inbetween🤪.
.
.
.
.
.
.
.
#makeup #glammakeup #mytwosides #feminineside #girlyside #softglam #glamourshots #dolledup #ootn #pajamas #pajamasallday #puppy #cockerpuppy #puppylove #puppylife #goodmorning #jumpsuit #heels #fashion #egyptian #muaegypt #makeupegypt"
artbyhalawa,https://www.instagram.com/p/B_VSt4MHX3c/,2937,photo,2020-04-23T18:01:41.000Z,"Ramadan Kareem❤️🌙
.
.
This was probably the hardest look i have done and i hope you guys like it🥰 May your month be filled with happiness and joy💙 @nouranhalawa1 thank you for always helping me💛
.
.
#creativemakeup #ramadanmakeup #ramadanmakeuplook #ramadankareem #ramadankarem #ramadanmubarak #ramadanmoubarak #makeup #sunsetmakeup #sunset #makeuplooks #makeupartist #facepaint #facepainting #facepainters"
artbyhalawa,https://www.instagram.com/p/B_TKniYnguO/,unknown,clip,2020-04-22T22:16:27.000Z,"""كل انسان فينا هو اللي بيتحكم في الطريقة اللي بيشوف بيها الحاجة”
Ramadan is about connecting with God, but this year it’s completely different.
Mosques are empty and so are streets, and in this new experience, we are the ones who choose to see beauty.
There is ABSOLUTE BEAUTY in this EMPTINESS.
This Ramadan, connect with God from Home❤️. It was a pleasure working with @nadineyasserr1 she is the sweetest, kindest, and most professional person ever❤️ .
.
#ramadankareem #ramadankarem #ramadanvibes #ramadanvideo #ramadan2020 #ramadanmubarak #ramadan_mubarak #ramadannights #ramadanquarantine"
artbyhalawa,https://www.instagram.com/p/B_Nvtq3nReS/,401,carousel,2020-04-20T19:41:08.000Z,"Precious🌹 .
.

Edited by: @nadineyasserr1
Inspo: @kali.ledger
#makeup #creativemakeup #creativity #fireball #firelook #makeupfire #firemakeup #creativeartist #makeuplook #newmakeup #redmakeup #graphicliner #faixfreckles #redlips #redliner #curlyhair"
artbyhalawa,https://www.instagram.com/p/B_LZnXiHnvH/,405,photo,2020-04-19T21:49:33.000Z,"Fireball💥
.
.
Edited by: @nadineyasserr1
Inspo: @kali.ledger
#makeup #creativemakeup #creativity #fireball #firelook #makeupfire #firemakeup #creativeartist #makeuplook #newmakeup #redmakeup #graphicliner #faixfreckles #redlips #redliner #curlyhair"
artbyhalawa,https://www.instagram.com/p/B_FyuruHMEV/,351,photo,2020-04-17T17:33:34.000Z,🖤
artbyhalawa,https://www.instagram.com/p/B_Dl7-KnqnX/,479,carousel,2020-04-16T21:03:18.000Z,"Been a while✨
.
.
#makeuplook #glamlook #glamour #makeupoftheday #egyptianmua #makeupegypt #artist #makeuprevolution #wetnwild #nyx #abh #ysl #thebodyshop #morphe #quarantinemakeup #quarantineandchill #makeupkulture"
makeupbylinaahmed,https://www.instagram.com/p/Cbzt6x-sfEu/,unknown,carousel,2022-04-01T12:15:37.000Z,"BARBIE 💓💖🍬🌸🧞‍♀️
.
.
.
.

#makeup #pink #prom #promideas #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove #highend #drugstore #abh #mac #hudabeauty #nyx #olehenriksen #trendy #barbie #friday"
makeupbylinaahmed,https://www.instagram.com/p/Cbhw9wRsJZt/,unknown,carousel,2022-03-25T12:55:55.000Z,"Angel face 👼🏻🤍 Swipe for the before ⬅️
.
.
.
.
#friday #glam #makeup #classy #makeup #photography #like #instagram #follow #beforeandafter #transformation #trendy #photooftheday #girl #skincare #art #makeuplove #highend #drugstore"
makeupbylinaahmed,https://www.instagram.com/p/CbfcoRUMckQ/,unknown,carousel,2022-03-24T15:19:44.000Z,"A stunner 🤩 swipe for the before ⬅️
.
.
.
.
#glam #makeup #beforeandafter #teal #photography #like #instagram #follow #transformation #prom #promideas #promlook photooftheday #girl #skincare #art #makeuplove"
makeupbylinaahmed,https://www.instagram.com/p/CbSQq62j2iH/,unknown,clip,2022-03-19T12:28:44.000Z,"Engagement makeup on this princess💍💓
.
.
.
.
#makeup #engagement #engagementmakeup #glam #dresses #makeupartist #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #trendy #reel"
makeupbylinaahmed,https://www.instagram.com/p/CbPqmFbM-tl/,unknown,carousel,2022-03-18T12:13:55.000Z,"She’s giving Prom Queen 🥵… spamming you with all these pics cause I’m in love 🤩 Swipe for the before⬅️⬅️⬅️
.
.
.
.

#makeup #blue #prom #prommakeup #promideas #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove #highend #drugstore #trendy #friday"
makeupbylinaahmed,https://www.instagram.com/p/CbIxzx_svvj/,unknown,carousel,2022-03-15T20:02:16.000Z,"Edgy looks hit different❤️‍🔥
.
.
.
.
#graphicliner #purpleliner #beforeandafter #transformation makeup #tutorial #edgy #purple #makeupartist #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove #highend #drugstore #abh #mac #hudabeauty #nyx #olehenriksen"
makeupbylinaahmed,https://www.instagram.com/p/CbAM7xOjhzx/,unknown,clip,2022-03-12T12:17:54.000Z,"When i tell you she was the sweetest person ever..❤️
.
.
.
.
#makeup #beauty #saturday #glam #makeupartist #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove #highend #drugstore #abh #mac #hudabeauty #nyx #olehenriksen"
makeupbylinaahmed,https://www.instagram.com/p/Ca-aF1cD6pS/,unknown,clip,2022-03-11T19:24:44.000Z,"Prom baaabe🤩
.
.
.
#prom #makeup #prommakeup #beauty #glam #glow #reel"
makeupbylinaahmed,https://www.instagram.com/p/CaxlD6Gjpnc/,unknown,clip,2022-03-06T19:51:17.000Z,How stunning🤩✨
makeupbylinaahmed,https://www.instagram.com/p/CaZ3B8vj4Fg/,unknown,clip,2022-02-25T14:45:11.000Z,Filter chooses my eyeliner part 2!
makeupbylinaahmed,https://www.instagram.com/p/CaXSU8TDO2c/,unknown,clip,2022-02-24T14:47:33.000Z,Filter chooses my eyeliner part 1🖤 #filterchoosesmyeyelinerchallenge #fun #eyeliner
makeupbylinaahmed,https://www.instagram.com/p/CaKMVlMskCI/,unknown,carousel,2022-02-19T12:41:56.000Z,"Matching with the blouse 🤝
.
.
.

#makeup #red #black #saturday #makeuplook #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove #highend #drugstore #liner"
makeupbylinaahmed,https://www.instagram.com/p/CZ4wEJSDQVH/,unknown,clip,2022-02-12T18:12:18.000Z,"In LOVE with this looook🤩!
.
.
.

#makeup #tgraphicliner #eyeliner #purple #makeupartist #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove"
makeupbylinaahmed,https://www.instagram.com/p/CZ1iFgzsqmD/,unknown,carousel,2022-02-11T12:07:55.000Z,Graphic liner on this beauty🖤
makeupbylinaahmed,https://www.instagram.com/p/CZmWT_nDhJD/,unknown,clip,2022-02-05T14:38:00.000Z,"Recreating @meicrosoft valentines kiss💋This was a fun one!
.
.
.
#saturday #valentine #kiss #makeup #makeuplook #trend #valentineskiss #red #tutorial"
makeupbylinaahmed,https://www.instagram.com/p/CZjZJeNDsv3/,150,clip,2022-02-04T11:11:19.000Z,"A euphoria kinda look cause i’m SO invested in this show right now✨ Who’s your favorite character?
.
.
.
#euphoria #euphoriamakeuplook #makeup #look #art #sparkles #friday #euphorialook #glitter #makeuplove #makeupcontent"
makeupbylinaahmed,https://www.instagram.com/p/CZe1wEeBqb_/,unknown,clip,2022-02-02T16:45:15.000Z,Transitions are my actual fav thing ever
makeupbylinaahmed,https://www.instagram.com/p/CZcOKJNsffl/,unknown,carousel,2022-02-01T16:12:47.000Z,"💓💜💓💜
.
.
.
.

#makeup #tutorial#pink #purple #makeupartist #mua #photography #like #instagram #follow #photooftheday #girl #skincare #art #makeuplove #highend #drugstore #abh #mac #hudabeauty #nyx #olehenriksen"
makeupbylinaahmed,https://www.instagram.com/p/CZUFZtBMjmj/,unknown,carousel,2022-01-29T12:22:20.000Z,"Engagement look💗
.
.
.
.

#makeup #makeupartist #mua #photography #engagement #like #instagram #follow #photooftheday #girl #skincare #art #makeuplover #saturday #briadal #drugstore #highend #abh #mac #hudabeauty #nyx"
makeupbylinaahmed,https://www.instagram.com/p/CZNLvL6OePS/,187,carousel,2022-01-26T20:03:01.000Z,Double liner we got this🦇
dianafaaberg,https://www.instagram.com/p/CcAtqrRtI3M/,365,photo,2022-04-06T13:23:33.000Z,"Three things I’m grateful for today 🌻
Sunshine ☀️
Books 📚
Running water 🚿
#yoga #yogainspiration #onebreathatatime #ramadan #dowhatyoulove"
dianafaaberg,https://www.instagram.com/p/CbvAAx_N_Ad/,637,carousel,2022-03-30T16:17:31.000Z,"Believe there is light
no matter how hard things get. ☀️
#yoga #splits #yogisofinstagram #flexibility #yogainspiration"
dianafaaberg,https://www.instagram.com/p/CbsXrXNvppj/,375,clip,2022-03-29T15:49:26.000Z,"Announcement Alert! 🌙
This Ramadan myself and @lousianafaaberg have designed a month long program together!
Its a the perfect combination of fitness and flexibility.
Contact @thefaabspace to book your spot!
Limited spots available 🙏🏻
#yoga #ramadan #cairo #fitness #flexibility"
dianafaaberg,https://www.instagram.com/p/CbpfwhEt4NG/,504,photo,2022-03-28T12:59:29.000Z,"It’s all smiles and polka dots when the sun is out ☀️
#yoga #goddesspose #smile #dowhatmakesyouhappy"
dianafaaberg,https://www.instagram.com/p/CbkhBeztcJn/,409,photo,2022-03-26T14:34:20.000Z,"If it’s out of your hands,
it deserves freedom from your mind too. 🕊
#yoga #yogi #onebreathatatime #happythings #foodforthought"
dianafaaberg,https://www.instagram.com/p/CbfVKKFK61B/,519,clip,2022-03-24T14:17:30.000Z,"When anxiety kicks in I move. Movement has become a kind of therapy for me. It silences my mind. A dance between breath & movement. 🤍
#yoga #armbalance #yogaeverydamnday #playtime #yogainspiration"
dianafaaberg,https://www.instagram.com/p/CbdEdB-JEiU/,817,clip,2022-03-23T17:10:52.000Z,"🖤
#yoga #splits #flexibility #yogainspiration #yogisofinstagram"
dianafaaberg,https://www.instagram.com/p/CbZ9jRRMgNk/,390,clip,2022-03-22T12:12:59.000Z,"Some playtime 🤸🏻‍♂️
#yoga #headstand #dowhatmakesyouhappy #playtime #yogainspiration"
dianafaaberg,https://www.instagram.com/p/CbX0uuXNt7E/,768,carousel,2022-03-21T16:16:24.000Z,"Happy mothers day 🤍
My home
My light
My angel in this world
Love you always Mamishka."
dianafaaberg,https://www.instagram.com/p/CbVSIgxt959/,697,photo,2022-03-20T16:35:37.000Z,"Who am I
A question that has been coming up a lot for me.
I am my thoughts right before I fall asleep.
I am the five people I’m mostly surrounded by.
I am the flashbacks of child memories.
I am my favorite flavor ice cream.
I am the song I sing in the shower
& I am so much more.
Who are you?
#yoga #foodforthought #yogaeverydamnday #yogainspiration"
dianafaaberg,https://www.instagram.com/p/CbPa8JVNmS0/,764,carousel,2022-03-18T09:57:07.000Z,"Happy Friday ✌🏻🌻
#yogisofinstagram #blessedfriday #weekend #dowhatyoulove"
dianafaaberg,https://www.instagram.com/p/CbFk3SpttMc/,636,carousel,2022-03-14T14:11:26.000Z,"🤍🤎
#yoga #yorkiesofinstagram #yogainspiration #onebreathatatime"
dianafaaberg,https://www.instagram.com/p/CbAZQ43tmKR/,379,photo,2022-03-12T13:53:52.000Z,"Spring 🌸
#yoga #scorpionpose #yogainspiration #flexibility #yogisofinstagram"
dianafaaberg,https://www.instagram.com/p/Ca4rtl_gayM/,371,clip,2022-03-09T14:03:23.000Z,"Thankful.
for every breath.
every sunrise.
every connection.
🌻
Inspired by my favorite @lamise 🤍
#yoga #yogaflow #dowhatyoulove #thankful #countyourblessings"
dianafaaberg,https://www.instagram.com/p/Caz6CNyt8fu/,616,carousel,2022-03-07T17:30:06.000Z,"Weekend photo dump. ☀️
A weekend that was meant to be a relaxing one turned out a lot different.
I learnt so much. A lot of things were put into perspective, priorities where straightened out. My faith was tested. I got to see how I’m surrounded by amazing souls & appreciate them.
Eternally grateful for so many things. ☀️"
dianafaaberg,https://www.instagram.com/p/CahfJ2rsCyj/,405,clip,2022-02-28T13:53:19.000Z,"Back pain has become so common!
Here is a short sweet flow that will definitely ease some of the pain. 🙏🏻
#yoga #yogaflow #yogaforbackpain #healthylifestyle"
dianafaaberg,https://www.instagram.com/p/CaZnk6RuPgt/,977,clip,2022-02-25T12:29:01.000Z,"What yoga with dogs is really like 🧘🏻‍♀️ 🐶🤍
#yoga #yogaflow #yogawithdogs #animallovers #yogapractice"
dianafaaberg,https://www.instagram.com/p/CaVXjbGNwh3/,382,photo,2022-02-23T20:51:35.000Z,"We hurt ourselves
because we obsess
about the end
of our journeys.
Focus on staying in the moment,
on being grateful
for where you are today.
🖤
#yoga #splits #yogainspiration #dowhatyoulove #selflove"
dianafaaberg,https://www.instagram.com/p/CaSRaBJMERq/,812,photo,2022-02-22T16:00:09.000Z,"Who said yoga is not comfortable? 🧘

Use #bigmazphotobombs and maybe Big Maz will photobomb yours! 💥
Original photo by @dianafaaberg"
dianafaaberg,https://www.instagram.com/p/CaPohEJNd73/,905,photo,2022-02-21T15:24:22.000Z,Where we belong 🌊🤍
sarah_ihab_fitness,https://www.instagram.com/p/CcGRAmHrqgS/,unknown,clip,2022-04-08T17:31:26.000Z,"Life changing guilt free pizza 🔥

Ingredients:
2 potatoes
1 chicken breast
1 tbsp baking powder
3 tbsp flour
Spices (onion, garlic, pepper, salt and paprika)
60% Light mozarella
Jalapeños
Pickled onions
Mushrooms
Ketchup or tomato paste

Don’t cut it straight away so it has time to cool down and doesn’t fall apart
.
.
.
.
.
.
.
.
.
.
.

#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
sarah_ihab_fitness,https://www.instagram.com/p/Cb0HwC9ryhK/,1953,clip,2022-04-01T16:02:21.000Z,"Consistency 🤌🏻
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
sarah_ihab_fitness,https://www.instagram.com/p/CbxmQUQsc6q/,1644,carousel,2022-03-31T16:30:10.000Z,"March dump
I’ve been seeing these monthly dumps everywhere on instagram… should I start doing them ? 👀
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
sarah_ihab_fitness,https://www.instagram.com/p/CbiXBzAOp-_/,1315,clip,2022-03-25T18:31:25.000Z,"It’s only 4 exercises but it took me 90 minutes 🥵 if you’re truly lifting heavy you’ll need plenty of breaks !

Details :

1️⃣ squats: 4 sets of 8,8,6,6 (so first 2 sets were 8 reps then last 2 sets were only 6)

2️⃣ Kas glute bridge: 5x15 (basically hip thrusts but with less range of motion)

3️⃣ bulgarians drop set : 3 x 10,10,10 so each set is 30 reps each 10 is a different weight (start with the heaviest and then lower the weight after the first 10 and second 10) then switch legs (you might need a break first 🥵)

4️⃣ finally RDLs 3x8
.
.
.
.
.
.
.

#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
sarah_ihab_fitness,https://www.instagram.com/p/CbQEiKmMJnC/,1480,clip,2022-03-18T16:02:46.000Z,"Learn to unlearn years of self hatred
.
.
.
.
.
.
.
.
.
.
#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
sarah_ihab_fitness,https://www.instagram.com/p/Ca7eqtVvQmT/,761,clip,2022-03-10T16:06:48.000Z,"I filmed my dinner everyday this week

1. Avocado and salmon sushi
2. Chicken & veggies udon noodles
3. Avocado & turkey sandwich
4. Grilled chicken fajitas
5. Stuffed cabbage leaves & chicken
6. Chicken & veggies noodle soup
7. Chicken bbq yogurt pizza
.
.
.
.
.
.
.
.
.

#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
sarah_ihab_fitness,https://www.instagram.com/p/CasDllzM_sy/,unknown,clip,2022-03-04T16:23:30.000Z,"Highly requested so hope you enjoy 🥰
.
.
.
.
.
.
.
.

#mentalhealthmatters #overeatingrecovery #weightlossjourney2021 #weightlossjourney #fatlossjourney #weightlosstips #healthyweightloss #fitnesstips #fitnessegypt #healthyeating #wellnesscoach #mondaymotivation #weightlossmotivation #weightlosscoach #fatlosscoach #wellbeing #selflovematters #nutritionadvice #fitnesscoach #mealplan #workoutplan #ablines #nutritionadvice #fdoe #whatieatinaday #goodfood #fitnessmotivation #onlinepersonaltrainer #girlbodybuilder #aesthetic #explorepage"
